PlayDate,AP,N01,N02,N03,N04,N05,N06,N07,N08,N09,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20
Sep 15 2021,A,2,6,11,16,21,25,28,31,32,33,41,42,46,47,51,56,61,65,68,69
Sep 14 2021,A,4,9,11,12,14,21,22,23,25,28,35,37,44,45,47,51,59,65,67,70
Sep 13 2021,A,3,9,10,11,12,16,21,25,30,32,36,43,52,53,57,59,60,62,63,66
Sep 12 2021,A,4,9,10,11,12,15,16,17,19,24,27,33,35,40,46,50,63,68,69,70
Sep 11 2021,A,2,5,6,9,10,18,22,24,26,27,28,29,39,46,48,51,52,54,57,67
Sep 10 2021,A,4,7,8,9,10,13,17,19,25,28,30,37,42,44,50,55,60,63,65,67
Sep 09 2021,A,1,6,8,10,16,17,19,20,23,26,33,37,44,49,51,56,60,62,63,70
Sep 08 2021,A,3,4,10,12,13,16,18,25,32,34,45,48,51,55,56,57,58,62,66,70
Sep 07 2021,A,1,3,7,8,13,16,19,20,22,25,28,34,47,49,53,54,57,61,62,65
Sep 06 2021,A,5,6,12,15,16,19,20,22,25,31,32,35,36,39,44,47,52,54,59,60
Sep 05 2021,A,1,2,3,4,6,18,24,26,31,32,33,37,44,51,57,59,63,65,66,70
Sep 04 2021,A,2,6,8,10,11,14,17,18,21,22,24,34,35,43,46,47,52,55,59,65
Sep 03 2021,A,7,9,13,15,17,18,22,25,32,33,37,39,43,46,49,56,58,59,61,68
Sep 02 2021,A,3,5,13,18,22,27,28,37,40,41,42,44,47,48,50,51,59,61,62,67
Sep 01 2021,A,4,5,6,7,10,12,13,15,23,26,36,40,42,44,48,55,56,63,67,68
Aug 31 2021,A,5,8,9,10,21,22,32,33,36,38,39,41,42,43,46,47,50,52,63,65
Aug 30 2021,A,1,4,6,7,8,10,12,18,30,32,34,38,49,52,56,57,58,62,63,68
Aug 29 2021,A,10,11,12,15,18,22,24,31,33,37,51,52,53,55,59,60,61,63,67,69
Aug 28 2021,A,1,6,8,10,11,12,13,14,27,29,34,37,39,42,43,59,61,64,65,66
Aug 27 2021,A,5,7,10,13,14,22,27,28,31,40,44,53,58,63,64,65,66,68,69,70
Aug 26 2021,A,1,4,7,11,12,14,22,29,34,36,40,41,43,45,47,52,59,62,64,70
Aug 25 2021,A,7,12,13,14,15,16,17,18,20,22,28,31,33,34,40,42,44,48,57,66
Aug 24 2021,A,3,6,7,10,13,14,18,19,20,22,25,26,30,42,43,51,56,57,64,68
Aug 23 2021,A,2,9,12,14,16,24,25,27,28,32,37,39,45,50,54,58,60,62,63,67
Aug 22 2021,A,3,4,7,20,25,30,31,35,36,40,44,48,50,51,53,54,56,58,66,68
Aug 21 2021,A,7,10,12,14,15,16,23,34,35,36,38,47,48,51,54,59,66,67,68,70
Aug 20 2021,A,3,4,5,6,8,16,19,23,26,28,36,37,42,47,53,58,60,63,68,70
Aug 19 2021,A,1,4,7,8,12,13,19,25,26,27,33,36,37,38,50,51,56,58,64,68
Aug 18 2021,A,1,5,7,11,13,14,16,18,19,21,25,28,29,30,39,58,60,63,64,66
Aug 17 2021,A,1,3,6,18,27,28,29,30,34,41,45,52,53,54,56,60,62,65,66,68
Aug 16 2021,A,3,8,14,15,18,20,21,26,32,33,43,44,46,50,52,53,55,63,67,69
Aug 15 2021,A,2,3,8,9,12,15,21,31,34,36,37,38,42,49,50,54,55,59,62,63
Aug 14 2021,A,1,2,3,13,15,18,19,23,25,28,35,39,41,44,46,49,51,52,65,67
Aug 13 2021,A,3,10,13,25,26,30,33,35,36,38,46,47,51,55,56,58,60,67,68,70
Aug 12 2021,A,2,4,6,7,10,12,13,14,18,19,20,25,32,33,34,35,36,37,53,65
Aug 11 2021,A,4,6,10,12,13,14,21,24,29,31,41,45,47,50,52,54,56,60,61,63
Aug 10 2021,A,4,5,10,12,23,24,29,33,37,39,40,47,50,55,57,58,60,62,64,66
Aug 09 2021,A,2,3,4,5,6,8,15,16,17,30,33,38,41,42,46,53,54,59,60,65
Aug 08 2021,A,3,7,9,12,15,18,25,27,28,36,38,44,48,52,53,54,58,62,64,67
Aug 07 2021,A,6,12,13,16,18,24,28,29,32,35,38,39,42,44,45,49,52,58,67,69
Aug 06 2021,A,5,7,16,17,26,31,32,33,37,39,43,46,49,51,54,55,60,61,67,68
Aug 05 2021,A,7,9,17,18,20,25,26,28,29,32,42,45,50,51,54,55,58,59,60,67
Aug 04 2021,A,16,20,26,29,31,35,36,40,43,44,47,52,55,58,59,64,65,66,67,69
Aug 03 2021,A,2,5,8,12,13,15,16,20,23,32,37,38,45,47,54,55,61,62,63,68
Aug 02 2021,A,3,4,7,8,9,10,14,20,23,28,30,37,39,45,48,50,52,54,61,68
Aug 01 2021,A,1,3,4,6,7,9,19,20,23,25,27,28,30,31,37,45,53,65,66,69
Jul 31 2021,A,9,12,13,14,17,19,23,24,27,34,36,37,42,43,44,45,54,58,65,66
Jul 30 2021,A,3,4,6,17,19,22,27,29,31,39,41,42,44,46,53,54,58,59,62,63
Jul 29 2021,A,1,2,3,6,10,12,15,16,17,24,36,37,38,42,47,51,54,55,60,66
Jul 28 2021,A,2,3,5,6,10,12,13,20,23,25,28,29,31,38,44,48,49,51,68,69
Jul 27 2021,A,2,7,11,12,13,19,25,29,31,35,43,49,50,52,60,62,65,66,67,68
Jul 26 2021,A,3,5,9,11,12,13,16,20,23,25,26,29,30,47,49,50,55,59,61,68
Jul 25 2021,A,2,3,5,9,14,17,19,24,29,33,35,36,38,43,45,59,61,62,67,69
Jul 24 2021,A,1,6,7,12,17,30,32,36,38,40,41,42,46,49,50,51,56,58,62,67
Jul 23 2021,A,1,5,8,9,10,11,14,15,16,20,22,23,24,40,41,45,47,52,53,60
Jul 22 2021,A,1,6,9,21,22,28,31,34,35,37,40,42,45,54,55,59,62,65,66,68
Jul 21 2021,A,2,3,6,7,12,15,22,23,28,32,37,38,42,51,56,58,59,62,69,70
Jul 20 2021,A,2,5,7,9,22,26,27,29,30,33,38,40,43,44,50,54,60,61,62,64
Jul 19 2021,A,10,13,16,20,21,24,27,29,32,35,46,47,53,56,58,59,60,62,64,65
Jul 18 2021,A,7,8,13,15,20,22,24,26,30,37,40,45,46,47,48,53,56,60,63,68
Jul 17 2021,A,2,3,5,6,9,12,15,20,22,31,32,34,35,40,46,48,63,64,66,68
Jul 16 2021,A,1,2,3,19,20,22,31,33,35,36,39,42,45,49,50,54,60,61,65,67
Jul 15 2021,A,1,10,13,17,19,24,25,26,32,34,38,41,43,46,51,52,59,61,62,66
Jul 14 2021,A,6,8,9,12,18,23,26,27,28,32,34,38,39,52,54,55,60,62,65,68
Jul 13 2021,A,6,7,10,11,14,15,17,26,32,33,37,41,44,45,47,50,51,52,63,65
Jul 12 2021,A,2,3,5,8,11,12,23,26,27,32,34,38,40,44,45,46,55,59,68,69
Jul 11 2021,A,9,10,11,15,17,18,30,33,37,40,42,47,51,56,57,61,62,67,68,70
Jul 10 2021,A,4,5,7,14,24,25,27,32,33,35,39,44,45,52,54,56,60,62,67,70
Jul 09 2021,A,1,5,13,15,16,19,22,26,31,36,37,41,45,47,48,51,52,54,55,66
Jul 08 2021,A,1,3,9,11,13,14,15,16,20,25,29,34,36,43,45,47,52,60,67,69
Jul 07 2021,A,2,6,7,12,15,19,23,29,30,31,32,38,41,42,48,53,55,67,69,70
Jul 06 2021,A,13,17,23,25,27,29,30,34,37,40,42,45,47,50,51,53,55,61,63,70
Jul 05 2021,A,7,8,10,21,22,23,25,28,29,31,33,35,39,42,43,46,47,53,58,65
Jul 04 2021,A,1,11,12,13,15,28,31,33,39,43,45,52,55,56,57,59,60,62,65,67
Jul 03 2021,A,1,8,12,15,21,23,25,26,30,31,36,42,45,48,52,54,56,57,60,62
Jul 02 2021,A,3,8,15,17,18,28,35,36,37,40,44,47,48,51,56,59,60,63,64,70
Jul 01 2021,A,3,7,9,11,16,19,20,24,25,26,27,35,36,39,40,41,48,50,55,56
Jun 30 2021,A,6,9,12,15,19,24,25,27,34,35,37,39,43,51,55,57,61,63,67,69
Jun 29 2021,A,1,6,14,16,17,19,20,23,28,31,33,34,36,41,42,46,53,57,64,66
Jun 28 2021,A,1,4,7,10,11,22,23,26,29,30,35,36,39,40,53,56,59,63,65,67
Jun 27 2021,A,4,8,9,11,12,13,27,32,34,35,41,42,47,49,53,58,59,60,65,67
Jun 26 2021,A,1,2,3,11,15,20,26,27,28,36,37,39,41,42,44,45,52,54,65,69
Jun 25 2021,A,1,6,9,19,24,34,35,37,42,45,47,50,54,55,56,58,59,60,65,68
Jun 24 2021,A,6,7,10,17,22,26,32,33,34,38,39,43,50,51,54,58,61,64,65,68
Jun 23 2021,A,2,9,25,26,29,30,32,35,37,42,43,45,47,50,52,56,57,59,60,64
Jun 22 2021,A,11,19,23,24,25,30,34,36,41,45,47,48,52,55,56,58,61,64,65,68
Jun 21 2021,A,1,4,6,9,11,21,36,37,40,42,46,52,54,55,57,58,60,62,65,68
Jun 20 2021,A,1,5,7,9,10,11,12,15,18,20,22,25,29,35,37,51,57,60,62,69
Jun 19 2021,A,3,5,22,23,27,28,31,37,40,42,43,44,46,49,53,54,56,57,66,68
Jun 18 2021,A,3,5,11,12,15,16,18,23,24,27,28,32,34,35,36,39,40,53,68,70
Jun 17 2021,A,4,11,13,17,18,19,21,23,25,27,28,35,36,42,45,47,57,59,63,66
Jun 16 2021,A,5,7,9,10,11,14,17,18,22,23,25,31,35,39,46,52,59,62,65,67
Jun 15 2021,A,1,9,10,14,15,16,17,20,24,26,31,32,33,35,40,45,54,60,64,67
Jun 14 2021,A,2,3,12,13,14,18,19,25,33,37,39,43,48,51,55,56,61,66,67,69
Jun 13 2021,A,1,4,13,18,19,21,24,27,28,30,34,35,39,43,49,54,61,66,67,68
Jun 12 2021,A,10,12,14,15,17,18,20,22,26,28,31,37,38,44,53,54,55,58,67,68
Jun 11 2021,A,7,8,10,11,13,16,29,32,34,35,37,53,54,57,59,60,63,64,65,66
Jun 10 2021,A,1,7,10,12,14,15,18,19,23,27,30,33,34,43,45,52,53,64,67,69
Jun 09 2021,A,1,10,11,13,14,18,22,26,34,35,38,41,42,44,45,51,54,55,63,67
Jun 08 2021,A,1,8,9,13,14,16,18,22,30,37,45,51,52,55,56,58,59,64,66,67
Jun 07 2021,A,5,6,8,9,17,22,23,27,39,43,44,45,46,48,51,54,57,59,60,62
Jun 06 2021,A,1,5,9,10,12,19,21,24,25,32,36,38,42,43,47,49,51,53,59,69
Jun 05 2021,A,1,3,4,5,10,16,19,20,27,32,33,36,37,45,46,51,53,63,64,68
Jun 04 2021,A,2,7,8,10,13,14,15,26,28,35,39,42,46,47,49,51,56,58,62,64
Jun 03 2021,A,7,8,9,12,13,22,24,29,30,31,35,38,47,50,54,55,58,61,63,69
Jun 02 2021,A,2,3,4,22,24,25,29,31,33,34,35,38,43,47,51,52,59,67,68,69
Jun 01 2021,A,3,4,5,8,11,12,15,32,35,40,44,45,47,49,51,53,58,63,64,65
May 31 2021,A,2,6,7,10,11,12,18,26,28,33,34,41,52,53,56,58,60,67,68,69
May 30 2021,A,3,4,6,10,11,13,15,20,21,23,27,29,30,35,36,38,43,48,55,63
May 29 2021,A,6,9,13,15,26,29,32,36,42,43,48,51,52,55,56,58,59,62,63,66
May 28 2021,A,1,2,6,10,12,18,21,28,29,36,39,41,43,48,49,52,57,58,60,61
May 27 2021,A,2,4,5,6,9,14,22,25,26,27,28,30,34,36,44,50,53,58,61,68
May 26 2021,A,3,4,9,16,23,24,35,38,39,42,43,55,57,58,60,61,62,65,69,70
May 25 2021,A,4,10,11,13,23,30,32,34,37,40,45,47,49,51,52,56,59,60,63,70
May 24 2021,A,1,3,8,12,15,17,18,21,22,24,26,27,42,45,48,55,61,62,64,68
May 23 2021,A,4,6,7,10,24,26,32,33,34,36,37,41,42,50,51,52,53,58,60,61
May 22 2021,A,8,9,10,13,17,24,25,26,29,32,33,34,41,46,52,53,54,61,62,66
May 21 2021,A,4,8,9,10,12,13,16,18,22,24,25,29,31,34,36,43,49,57,65,66
May 20 2021,A,2,6,7,8,11,12,13,17,27,30,31,33,40,49,52,53,56,60,64,69
May 19 2021,A,2,9,12,13,18,19,21,23,31,36,39,42,46,48,50,56,59,61,63,66
May 18 2021,A,2,8,9,10,12,13,14,15,16,19,31,36,46,47,48,51,55,64,66,69
May 17 2021,A,1,3,4,5,6,8,16,19,21,24,31,35,36,46,47,57,58,60,62,65
