PlayDate,AP,N01,N02,N03,N04,N05,N06,N07,N08,N09,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20
2020-01-01,A,4,5,9,14,16,18,19,25,31,38,39,41,42,44,46,48,50,57,60,70
2020-01-01,P,4,7,8,9,15,21,22,25,26,32,35,41,52,56,57,59,64,65,66,68
2020-01-02,P,2,3,12,17,19,20,23,24,32,33,35,40,42,46,47,48,51,55,61,63
2020-01-02,A,4,9,11,12,16,18,22,26,27,32,33,41,44,48,55,56,64,66,69,70
2020-01-03,P,1,6,7,8,11,13,16,19,21,27,28,31,35,50,53,56,58,66,67,69
2020-01-03,A,2,5,9,10,13,15,19,27,29,32,33,39,41,43,44,45,48,52,59,61
2020-01-04,P,2,3,4,8,15,19,20,22,26,30,31,33,39,42,43,47,49,63,64,69
2020-01-04,A,4,5,10,16,19,28,32,33,36,37,39,41,42,44,49,52,54,57,61,64
2020-01-05,P,1,2,4,6,10,13,14,17,18,19,22,26,28,33,44,45,51,53,61,69
2020-01-05,A,3,4,5,8,10,12,19,27,28,29,31,35,36,37,40,47,54,63,64,67
2020-01-06,P,1,3,5,8,14,15,19,25,32,35,37,42,49,51,53,55,57,61,62,64
2020-01-06,A,9,11,13,17,18,19,25,32,33,34,41,42,45,48,55,56,57,60,67,69
2020-01-07,A,1,4,8,15,19,27,38,39,41,44,45,46,50,51,53,54,56,60,62,63
2020-01-07,P,3,6,7,8,9,12,16,23,24,35,36,37,40,47,53,54,56,59,63,68
2020-01-08,A,4,6,7,16,24,25,34,38,40,42,44,48,50,51,52,54,56,61,64,70
2020-01-08,P,1,3,9,10,12,13,15,18,20,30,31,33,35,36,37,39,49,52,60,67
2020-01-09,A,4,7,8,9,11,26,28,30,32,38,40,43,50,52,53,55,60,61,63,70
2020-01-09,P,3,8,12,19,23,26,28,31,33,34,40,53,57,58,60,64,67,68,69,70
2020-01-10,A,1,4,11,19,25,29,33,34,37,39,43,46,48,49,52,58,60,66,69,70
2020-01-10,P,2,3,7,9,27,33,35,36,37,49,50,51,52,53,55,56,59,60,63,66
